frame,time,kinetic_energy,frame_time_ms,total_vorticity
0,0.016667,0.81926483,10165.422,0.0
1,0.033333,3.29889345,1175.697,0.0
2,0.05,7.45326328,1273.459,0.0
3,0.066667,13.40652943,1887.831,0.0
4,0.083333,20.61850357,1502.857,0.0
5,0.1,28.20073128,2463.414,0.0
6,0.116667,34.08447266,2939.219,0.0
7,0.133333,34.63684464,2586.643,0.0
8,0.15,34.45527267,3937.246,0.0
9,0.166667,33.96812057,4481.77,0.0
10,0.183333,34.42167282,3430.498,0.0
11,0.2,33.73925781,4466.609,0.0
12,0.216667,34.36845016,3185.7,0.0
13,0.233333,34.43651581,5221.414,0.0
14,0.25,34.46366882,8103.357,0.0
15,0.266667,34.30362701,5167.679,0.0
16,0.283333,33.92251968,3326.52,0.0
17,0.3,32.88843155,6373.346,0.0
18,0.316667,32.88455582,3522.911,0.0
19,0.333333,33.32992935,8452.697,0.0
20,0.35,33.74669266,6882.427,0.0
21,0.366667,32.72921371,10504.652,0.0
22,0.383333,32.93123627,11055.167,0.0
23,0.4,33.69665146,1256.808,0.0
24,0.416667,32.41037369,15010.273,0.0
25,0.433333,32.26767349,8655.444,0.0
26,0.45,31.96842575,9431.8,0.0
27,0.466667,31.94382286,5203.688,0.0
28,0.483333,30.98778725,14136.484,0.0
29,0.5,31.66796684,1257.372,0.0
30,0.516667,30.12703133,14255.891,1406903.125
31,0.533333,29.47090149,4604.665,0.0
32,0.55,30.06889725,622.615,0.0
33,0.566667,28.30008698,6159.429,0.0
34,0.583333,27.64112854,4384.488,0.0
35,0.6,27.08946609,4667.223,0.0
36,0.616667,26.46203613,9385.905,0.0
37,0.633333,25.83448029,4461.817,0.0
38,0.65,25.15420723,8220.375,0.0
39,0.666667,24.83355522,8014.428,0.0
40,0.683333,24.34306145,10747.265,0.0
41,0.7,23.69699097,7895.228,0.0
42,0.716667,23.08569336,8669.367,0.0
43,0.733333,22.26010513,6769.299,0.0
44,0.75,21.32663155,11131.552,0.0
45,0.766667,20.20690727,7492.873,0.0
